origin_id,dest_id,truck_km,truck_duration,drone_km,drone_duration
cust_3,cust_22,31.9,38.28,24.45,24.45
cust_3,cust_2,9.86,11.83,7.77,7.77
cust_3,cust_34,28.38,34.06,21.83,21.83
cust_3,cust_37,39.34,47.21,31.86,31.86
cust_3,cust_6,15.42,18.5,10.06,10.06
cust_3,cust_49,61.29,73.55,42.96,42.96
cust_3,cust_41,67.04,80.45,49.45,49.45
cust_3,cust_4,12.05,14.46,9.62,9.62
cust_3,cust_8,30.27,36.32,22.21,22.21
cust_3,cust_47,71.66,85.99,48.88,48.88
cust_3,cust_36,40.16,48.19,34.37,34.37
cust_3,cust_28,59.31,71.17,41.39,41.39
cust_3,cust_11,29.8,35.76,18.53,18.53
cust_3,cust_26,53.06,63.67,41.78,41.78
cust_3,cust_33,39.33,47.2,23.93,23.93
cust_3,cust_44,75.66,90.79,54.98,54.98
cust_3,cust_45,79.25,95.1,55.03,55.03
cust_3,cust_40,60.58,72.7,46.12,46.12
cust_3,cust_19,17.73,21.28,13.42,13.42
cust_3,cust_35,47.99,57.59,30.72,30.72
cust_3,cust_12,36.77,44.12,19.91,19.91
cust_3,cust_31,42.3,50.76,33.14,33.14
cust_3,cust_27,46.68,56.02,32.8,32.8
cust_3,cust_17,21.9,26.28,13.57,13.57
cust_3,cust_14,33.52,40.22,24.11,24.11
cust_3,cust_24,45.86,55.03,32.42,32.42
cust_3,cust_30,51.68,62.02,38.49,38.49
cust_3,cust_29,54.68,65.62,38.41,38.41
cust_3,cust_10,38.28,45.94,24.94,24.94
cust_3,cust_9,24.81,29.77,17.72,17.72
cust_3,cust_50,55.19,66.23,37.11,37.11
cust_3,cust_46,71.02,85.22,56.28,56.28
cust_3,cust_16,28.6,34.32,18.79,18.79
cust_3,cust_15,28.47,34.16,19.96,19.96
cust_45,depot,59.44,71.33,44.51,44.51
cust_45,cust_42,62.29,74.75,41.64,41.64
cust_45,cust_25,56.95,68.34,43.03,43.03
cust_45,cust_21,97.54,117.05,70.23,70.23
cust_45,cust_13,51.25,61.5,37.52,37.52
cust_45,cust_20,101.56,121.87,71.94,71.94
cust_45,cust_7,69.55,83.46,47.18,47.18
cust_45,cust_1,88.33,106.0,60.75,60.75
cust_45,cust_18,86.73,104.08,63.87,63.87
cust_45,cust_5,79.32,95.18,55.07,55.07
cust_45,cust_38,116.05,139.26,82.18,82.18
cust_45,cust_43,43.28,51.94,29.54,29.54
cust_45,cust_32,68.35,82.02,49.07,49.07
cust_45,cust_48,59.03,70.84,46.94,46.94
cust_45,cust_39,117.88,141.46,78.65,78.65
cust_45,cust_23,84.57,101.48,59.92,59.92
cust_45,cust_22,122.57,147.08,72.83,72.83
cust_45,cust_2,84.56,101.47,60.08,60.08
cust_45,cust_34,79.31,95.17,60.43,60.43
cust_45,cust_37,120.18,144.22,86.29,86.29
cust_45,cust_6,68.7,82.44,48.86,48.86
cust_45,cust_49,91.06,109.27,67.89,67.89
cust_45,cust_41,82.99,99.59,58.92,58.92
cust_45,cust_4,82.87,99.44,60.39,60.39
cust_45,cust_8,65.8,78.96,45.04,45.04
cust_45,cust_47,43.88,52.66,34.52,34.52
cust_45,cust_36,108.8,130.56,85.88,85.88
cust_45,cust_28,21.33,25.6,13.8,13.8
cust_45,cust_11,49.46,59.35,36.64,36.64
cust_45,cust_26,60.18,72.22,35.27,35.27
cust_45,cust_33,81.97,98.36,55.01,55.01
cust_45,cust_44,30.77,36.92,21.01,21.01
cust_45,cust_3,79.25,95.1,55.03,55.03
cust_45,cust_40,113.85,136.62,79.75,79.75
cust_45,cust_19,92.79,111.35,67.51,67.51
cust_45,cust_35,101.18,121.42,79.68,79.68
cust_45,cust_12,47.08,56.5,35.15,35.15
cust_45,cust_31,54.8,65.76,34.54,34.54
cust_45,cust_27,41.55,49.86,26.15,26.15
cust_45,cust_17,79.07,94.88,54.57,54.57
cust_45,cust_14,50.68,60.82,36.46,36.46
cust_45,cust_24,92.72,111.26,56.35,56.35
cust_45,cust_30,43.87,52.64,27.59,27.59
cust_45,cust_29,28.48,34.18,17.9,17.9
cust_45,cust_10,53.33,64.0,33.61,33.61
cust_45,cust_9,59.32,71.18,40.19,40.19
cust_45,cust_50,112.63,135.16,73.38,73.38
cust_45,cust_46,29.12,34.94,25.04,25.04
cust_45,cust_16,64.11,76.93,48.21,48.21
cust_45,cust_15,59.21,71.05,43.86,43.86
cust_40,depot,62.63,75.16,49.68,49.68
cust_40,cust_42,51.41,61.69,42.99,42.99
cust_40,cust_25,46.84,56.21,36.72,36.72
cust_40,cust_21,44.02,52.82,33.32,33.32
cust_40,cust_13,69.6,83.52,57.43,57.43
cust_40,cust_20,64.48,77.38,45.49,45.49
cust_40,cust_7,46.28,55.54,37.79,37.79
cust_40,cust_1,74.95,89.94,57.67,57.67
cust_40,cust_18,82.21,98.65,61.55,61.55
cust_40,cust_5,46.59,55.91,37.82,37.82
cust_40,cust_38,50.05,60.06,36.38,36.38
cust_40,cust_43,75.04,90.05,61.14,61.14
cust_40,cust_32,91.33,109.6,77.39,77.39
cust_40,cust_48,106.33,127.6,90.8,90.8
cust_40,cust_39,17.43,20.92,11.2,11.2
cust_40,cust_23,33.07,39.68,26.8,26.8
cust_40,cust_22,38.74,46.49,26.05,26.05
cust_40,cust_2,69.27,83.12,51.34,51.34
cust_40,cust_34,90.29,108.35,67.28,67.28
cust_40,cust_37,54.5,65.4,42.09,42.09
cust_40,cust_6,51.34,61.61,41.32,41.32
cust_40,cust_49,107.77,129.32,88.7,88.7
cust_40,cust_41,37.65,45.18,29.16,29.16
cust_40,cust_4,48.68,58.42,36.97,36.97
cust_40,cust_8,51.45,61.74,36.63,36.63
cust_40,cust_47,118.14,141.77,89.81,89.81
cust_40,cust_36,79.17,95.0,66.07,66.07
cust_40,cust_28,85.96,103.15,67.72,67.72
cust_40,cust_11,64.84,77.81,52.09,52.09
cust_40,cust_26,59.68,71.62,46.65,46.65
cust_40,cust_33,85.81,102.97,70.04,70.04
cust_40,cust_44,83.43,100.12,66.47,66.47
cust_40,cust_3,60.58,72.7,46.12,46.12
cust_40,cust_45,110.37,132.44,79.75,79.75
cust_40,cust_19,70.11,84.13,50.28,50.28
cust_40,cust_35,87.47,104.96,67.49,67.49
cust_40,cust_12,71.81,86.17,55.08,55.08
cust_40,cust_31,88.78,106.54,74.66,74.66
cust_40,cust_27,71.0,85.2,54.26,54.26
cust_40,cust_17,78.11,93.73,59.65,59.65
cust_40,cust_14,80.0,96.0,65.32,65.32
cust_40,cust_24,33.58,40.3,23.41,23.41
cust_40,cust_30,98.16,117.79,77.2,77.2
cust_40,cust_29,91.34,109.61,70.21,70.21
cust_40,cust_10,62.58,75.1,48.64,48.64
cust_40,cust_9,54.97,65.96,45.24,45.24
cust_40,cust_50,110.82,132.98,80.85,80.85
cust_40,cust_46,135.7,162.84,92.79,92.79
cust_40,cust_16,75.08,90.1,64.32,64.32
cust_40,cust_15,74.95,89.94,64.25,64.25
cust_19,depot,39.61,47.53,23.43,23.43
cust_19,cust_42,74.05,88.86,58.06,58.06
cust_19,cust_25,57.74,69.29,43.22,43.22
cust_19,cust_21,24.06,28.87,17.22,17.22
cust_19,cust_13,40.14,48.17,30.09,30.09
cust_19,cust_20,7.63,9.16,6.95,6.95
cust_19,cust_7,46.51,55.81,28.81,28.81
cust_19,cust_1,13.56,16.27,10.53,10.53
cust_19,cust_18,20.82,24.98,12.47,12.47
cust_19,cust_5,32.78,39.34,19.25,19.25
cust_19,cust_38,26.28,31.54,22.26,22.26
cust_19,cust_43,89.99,107.99,69.3,69.3
cust_19,cust_32,50.79,60.95,35.35,35.35
cust_19,cust_48,65.78,78.94,50.81,50.81
cust_19,cust_39,63.97,76.76,40.22,40.22
cust_19,cust_23,37.04,44.45,27.34,27.34
cust_19,cust_22,37.45,44.94,24.75,24.75
cust_19,cust_2,8.22,9.86,7.56,7.56
cust_19,cust_34,27.17,32.6,19.64,19.64
cust_19,cust_37,28.64,34.37,22.85,22.85
cust_19,cust_6,33.15,39.78,22.98,22.98
cust_19,cust_49,54.52,65.42,40.2,40.2
cust_19,cust_41,78.92,94.7,59.78,59.78
cust_19,cust_4,26.28,31.54,15.71,15.71
cust_19,cust_8,48.0,57.6,34.62,34.62
cust_19,cust_47,77.59,93.11,56.39,56.39
cust_19,cust_36,26.68,32.02,21.23,21.23
cust_19,cust_28,72.84,87.41,54.09,54.09
cust_19,cust_11,43.33,52.0,31.54,31.54
cust_19,cust_26,73.16,87.79,54.82,54.82
cust_19,cust_33,36.11,43.33,25.01,25.01
cust_19,cust_44,89.19,107.03,68.39,68.39
cust_19,cust_3,17.73,21.28,13.42,13.42
cust_19,cust_45,92.79,111.35,67.51,67.51
cust_19,cust_40,70.11,84.13,50.28,50.28
cust_19,cust_35,34.51,41.41,18.86,18.86
cust_19,cust_12,50.31,60.37,32.48,32.48
cust_19,cust_31,51.8,62.16,41.44,41.44
cust_19,cust_27,60.22,72.26,46.18,46.18
cust_19,cust_17,20.7,24.84,16.44,16.44
cust_19,cust_14,41.76,50.11,33.68,33.68
cust_19,cust_24,58.37,70.04,42.13,42.13
cust_19,cust_30,61.18,73.42,47.96,47.96
cust_19,cust_29,68.21,81.85,50.27,50.27
cust_19,cust_10,51.81,62.17,38.36,38.36
cust_19,cust_9,45.73,54.88,31.12,31.12
cust_19,cust_50,46.17,55.4,30.75,30.75
cust_19,cust_46,90.34,108.41,65.71,65.71
cust_19,cust_16,34.54,41.45,24.33,24.33
cust_19,cust_15,34.41,41.29,27.46,27.46
cust_35,depot,62.87,75.44,38.85,38.85
cust_35,cust_42,103.51,124.21,76.23,76.23
cust_35,cust_25,87.2,104.64,61.48,61.48
cust_35,cust_21,48.49,58.19,34.29,34.29
cust_35,cust_13,57.37,68.84,42.91,42.91
cust_35,cust_20,36.42,43.7,22.05,22.05
cust_35,cust_7,76.78,92.14,46.98,46.98
cust_35,cust_1,30.67,36.8,19.55,19.55
cust_35,cust_18,22.33,26.8,15.85,15.85
cust_35,cust_5,63.2,75.84,37.89,37.89
cust_35,cust_38,45.44,54.53,33.99,33.99
cust_35,cust_43,106.93,128.32,86.05,86.05
cust_35,cust_32,46.12,55.34,36.99,36.99
cust_35,cust_48,64.93,77.92,51.14,51.14
cust_35,cust_39,81.33,97.6,56.78,56.78
cust_35,cust_23,65.83,79.0,46.13,46.13
cust_35,cust_22,56.84,68.21,41.45,41.45
cust_35,cust_2,38.13,45.76,23.03,23.03
cust_35,cust_34,26.2,31.44,20.26,20.26
cust_35,cust_37,40.17,48.2,31.02,31.02
cust_35,cust_6,63.41,76.09,40.77,40.77
cust_35,cust_49,42.41,50.89,31.92,31.92
cust_35,cust_41,96.28,115.54,78.64,78.64
cust_35,cust_4,56.12,67.34,34.57,34.57
cust_35,cust_8,78.26,93.91,52.83,52.83
cust_35,cust_47,76.74,92.09,60.58,60.58
cust_35,cust_36,11.73,14.08,7.77,7.77
cust_35,cust_28,81.24,97.49,67.23,67.23
cust_35,cust_11,66.6,79.92,46.49,46.49
cust_35,cust_26,96.43,115.72,72.42,72.42
cust_35,cust_33,37.54,45.05,26.86,26.86
cust_35,cust_44,103.18,123.82,84.07,84.07
cust_35,cust_3,47.99,57.59,30.72,30.72
cust_35,cust_45,101.18,121.42,79.68,79.68
cust_35,cust_40,87.47,104.96,67.49,67.49
cust_35,cust_19,34.51,41.41,18.86,18.86
cust_35,cust_12,62.03,74.44,46.5,46.5
cust_35,cust_31,59.65,71.58,48.3,48.3
cust_35,cust_27,77.16,92.59,61.81,61.81
cust_35,cust_17,32.67,39.2,25.19,25.19
cust_35,cust_14,52.58,63.1,43.37,43.37
cust_35,cust_24,81.14,97.37,60.99,60.99
cust_35,cust_30,69.03,82.84,55.79,55.79
cust_35,cust_29,76.6,91.92,61.8,61.8
cust_35,cust_10,75.08,90.1,54.65,54.65
cust_35,cust_9,69.0,82.8,47.91,47.91
cust_35,cust_50,25.31,30.37,19.04,19.04
cust_35,cust_46,89.49,107.39,72.24,72.24
cust_35,cust_16,37.07,44.48,31.72,31.72
cust_35,cust_15,42.25,50.7,36.0,36.0
cust_12,depot,16.96,20.35,9.4,9.4
cust_12,cust_42,48.15,57.78,36.17,36.17
cust_12,cust_25,35.03,42.04,24.86,24.86
cust_12,cust_21,55.06,66.07,36.33,36.33
cust_12,cust_13,8.43,10.12,4.56,4.56
cust_12,cust_20,59.08,70.9,36.8,36.8
cust_12,cust_7,27.07,32.48,17.3,17.3
cust_12,cust_1,45.85,55.02,26.96,26.96
cust_12,cust_18,47.58,57.1,30.86,30.86
cust_12,cust_5,36.84,44.21,21.5,21.5
cust_12,cust_38,73.57,88.28,47.88,47.88
cust_12,cust_43,52.05,62.46,40.8,40.8
cust_12,cust_32,39.19,47.03,27.79,27.79
cust_12,cust_48,54.18,65.02,37.53,37.53
cust_12,cust_39,65.66,78.79,50.15,50.15
cust_12,cust_23,42.08,50.5,29.69,29.69
cust_12,cust_22,59.34,71.21,40.4,40.4
cust_12,cust_2,42.08,50.5,25.19,25.19
cust_12,cust_34,40.16,48.19,29.82,29.82
cust_12,cust_37,77.69,93.23,51.51,51.51
cust_12,cust_6,26.22,31.46,15.54,15.54
cust_12,cust_49,55.62,66.74,45.55,45.55
cust_12,cust_41,62.06,74.47,46.84,46.84
cust_12,cust_4,40.39,48.47,26.32,26.32
cust_12,cust_8,28.56,34.27,19.47,19.47
cust_12,cust_47,47.61,57.13,34.75,34.75
cust_12,cust_36,72.38,86.86,51.87,51.87
cust_12,cust_28,27.13,32.56,21.62,21.62
cust_12,cust_11,6.98,8.38,3.0,3.0
cust_12,cust_26,42.7,51.24,30.18,30.18
cust_12,cust_33,35.69,42.83,26.87,26.87
cust_12,cust_44,49.08,58.9,37.76,37.76
cust_12,cust_3,36.77,44.12,19.91,19.91
cust_12,cust_45,47.08,56.5,35.15,35.15
cust_12,cust_40,71.81,86.17,55.08,55.08
cust_12,cust_19,50.31,60.37,32.48,32.48
cust_12,cust_35,62.03,74.44,46.5,46.5
cust_12,cust_31,26.31,31.57,20.04,20.04
cust_12,cust_27,22.28,26.74,15.92,15.92
cust_12,cust_17,39.92,47.9,21.75,21.75
cust_12,cust_14,18.12,21.74,11.53,11.53
cust_12,cust_24,47.96,57.55,34.24,34.24
cust_12,cust_30,36.11,43.33,22.2,22.2
cust_12,cust_29,22.5,27.0,18.72,18.72
cust_12,cust_10,19.61,23.53,11.12,11.12
cust_12,cust_9,16.84,20.21,9.99,9.99
cust_12,cust_50,69.42,83.3,45.46,45.46
cust_12,cust_46,55.64,66.77,38.85,38.85
cust_12,cust_16,24.95,29.94,18.45,18.45
cust_12,cust_15,20.06,24.07,15.07,15.07
cust_31,depot,35.04,42.05,25.46,25.46
cust_31,cust_42,70.01,84.01,53.55,53.55
cust_31,cust_25,56.6,67.92,44.33,44.33
cust_31,cust_21,62.39,74.87,51.51,51.51
cust_31,cust_13,27.09,32.51,17.23,17.23
cust_31,cust_20,60.58,72.7,47.69,47.69
cust_31,cust_7,51.51,61.81,36.96,36.96
cust_31,cust_1,42.08,50.5,31.9,31.9
cust_31,cust_18,45.2,54.24,33.44,33.44
cust_31,cust_5,47.73,57.28,38.57,38.57
cust_31,cust_38,75.06,90.07,61.62,61.62
cust_31,cust_43,92.31,110.77,52.91,52.91
cust_31,cust_32,22.39,26.87,14.53,14.53
cust_31,cust_48,23.8,28.56,17.99,17.99
cust_31,cust_39,82.63,99.16,68.81,68.81
cust_31,cust_23,55.71,66.85,48.46,48.46
cust_31,cust_22,70.23,84.28,57.11,57.11
cust_31,cust_2,43.58,52.3,34.18,34.18
cust_31,cust_34,37.78,45.34,28.07,28.07
cust_31,cust_37,79.19,95.03,63.77,63.77
cust_31,cust_6,43.62,52.34,33.68,33.68
cust_31,cust_49,43.58,52.3,33.56,33.56
cust_31,cust_41,86.5,103.8,66.22,66.22
cust_31,cust_4,51.28,61.54,42.12,42.12
cust_31,cust_8,52.99,63.59,39.51,39.51
cust_31,cust_47,22.91,27.49,15.78,15.78
cust_31,cust_36,67.27,80.72,55.42,55.42
cust_31,cust_28,33.92,40.7,26.02,26.02
cust_31,cust_11,31.41,37.69,23.01,23.01
cust_31,cust_26,63.46,76.15,46.78,46.78
cust_31,cust_33,33.31,39.97,21.74,21.74
cust_31,cust_44,62.0,74.4,47.07,47.07
cust_31,cust_3,42.3,50.76,33.14,33.14
cust_31,cust_45,54.58,65.5,34.54,34.54
cust_31,cust_40,88.78,106.54,74.66,74.66
cust_31,cust_19,51.8,62.16,41.44,41.44
cust_31,cust_35,59.65,71.58,48.3,48.3
cust_31,cust_12,26.31,31.57,20.04,20.04
cust_31,cust_27,41.44,49.73,30.5,30.5
cust_31,cust_17,37.54,45.05,25.32,25.32
cust_31,cust_14,11.35,13.62,9.46,9.46
cust_31,cust_24,72.39,86.87,54.28,54.28
cust_31,cust_30,12.1,14.52,7.61,7.61
cust_31,cust_29,28.52,34.22,18.16,18.16
cust_31,cust_10,39.91,47.89,29.8,29.8
cust_31,cust_9,41.28,49.54,30.0,30.0
cust_31,cust_50,66.45,79.74,39.12,39.12
cust_31,cust_46,33.84,40.61,24.44,24.44
cust_31,cust_16,22.57,27.08,17.42,17.42
cust_31,cust_15,17.68,21.22,13.98,13.98
cust_27,depot,26.87,32.24,23.07,23.07
cust_27,cust_42,29.16,34.99,23.23,23.23
cust_27,cust_25,24.17,29.0,17.93,17.93
cust_27,cust_21,64.97,77.96,45.33,45.33
cust_27,cust_13,27.23,32.68,20.3,20.3
cust_27,cust_20,68.99,82.79,49.19,49.19
cust_27,cust_7,31.03,37.24,21.52,21.52
cust_27,cust_1,55.76,66.91,42.29,42.29
cust_27,cust_18,62.71,75.25,46.43,46.43
cust_27,cust_5,46.75,56.1,30.46,30.46
cust_27,cust_38,83.48,100.18,57.39,57.39
cust_27,cust_43,29.77,35.72,24.89,24.89
cust_27,cust_32,54.32,65.18,41.92,41.92
cust_27,cust_48,69.31,83.17,48.33,48.33
cust_27,cust_39,69.63,83.56,52.54,52.54
cust_27,cust_23,47.56,57.07,33.92,33.92
cust_27,cust_22,69.25,83.1,47.12,47.12
cust_27,cust_2,51.99,62.39,39.49,39.49
cust_27,cust_34,55.29,66.35,45.74,45.74
cust_27,cust_37,87.61,105.13,62.05,62.05
cust_27,cust_6,36.13,43.36,24.52,24.52
cust_27,cust_49,70.75,84.9,60.59,60.59
cust_27,cust_41,50.78,60.94,37.76,37.76
cust_27,cust_4,50.3,60.36,35.92,35.92
cust_27,cust_8,26.16,31.39,18.9,18.9
cust_27,cust_47,55.39,66.47,41.38,41.38
cust_27,cust_36,82.29,98.75,66.63,66.63
cust_27,cust_28,19.04,22.85,13.46,13.46
cust_27,cust_11,16.89,20.27,15.34,15.34
cust_27,cust_26,22.02,26.42,16.32,16.32
cust_27,cust_33,50.82,60.98,42.58,42.58
cust_27,cust_44,28.98,34.78,22.32,22.32
cust_27,cust_3,46.68,56.02,32.8,32.8
cust_27,cust_45,41.55,49.86,26.15,26.15
cust_27,cust_40,71.01,85.21,54.26,54.26
cust_27,cust_19,60.22,72.26,46.18,46.18
cust_27,cust_35,77.16,92.59,61.81,61.81
cust_27,cust_12,22.28,26.74,15.92,15.92
cust_27,cust_31,41.44,49.73,30.5,30.5
cust_27,cust_17,49.44,59.33,37.53,37.53
cust_27,cust_14,33.25,39.9,25.06,25.06
cust_27,cust_24,41.64,49.97,30.96,30.96
cust_27,cust_30,43.89,52.67,28.56,28.56
cust_27,cust_29,27.73,33.28,17.44,17.44
cust_27,cust_10,14.34,17.21,8.2,8.2
cust_27,cust_9,26.75,32.1,15.55,15.55
cust_27,cust_50,84.55,101.46,61.33,61.33
cust_27,cust_46,63.42,76.1,40.18,40.18
cust_27,cust_16,40.08,48.1,34.21,34.21
cust_27,cust_15,35.19,42.23,30.5,30.5
cust_17,depot,28.83,34.6,15.82,15.82
cust_17,cust_42,69.47,83.36,55.04,55.04
cust_17,cust_25,53.15,63.78,41.19,41.19
cust_17,cust_21,36.03,43.24,29.92,29.92
cust_17,cust_13,29.36,35.23,17.85,17.85
cust_17,cust_20,28.33,34.0,23.12,23.12
cust_17,cust_7,45.19,54.23,27.63,27.63
cust_17,cust_1,10.37,12.44,6.62,6.62
cust_17,cust_18,12.04,14.45,9.34,9.34
cust_17,cust_5,37.06,44.47,22.26,22.26
cust_17,cust_38,46.98,56.38,38.0,38.0
cust_17,cust_43,79.21,95.05,62.29,62.29
cust_17,cust_32,35.41,42.49,19.48,19.48
cust_17,cust_48,50.41,60.49,34.78,34.78
cust_17,cust_39,71.96,86.35,51.18,51.18
cust_17,cust_23,45.04,54.05,33.31,33.31
cust_17,cust_22,49.42,59.3,36.87,36.87
cust_17,cust_2,15.41,18.49,9.98,9.98
cust_17,cust_34,10.8,12.96,9.07,9.07
cust_17,cust_37,49.45,59.34,39.23,39.23
cust_17,cust_6,32.95,39.54,21.37,21.37
cust_17,cust_49,45.95,55.14,29.49,29.49
cust_17,cust_41,80.18,96.22,61.51,61.51
cust_17,cust_4,30.93,37.12,22.82,22.82
cust_17,cust_8,46.67,56.0,33.03,33.03
cust_17,cust_47,62.22,74.66,39.98,39.98
cust_17,cust_36,39.38,47.26,31.37,31.37
cust_17,cust_28,59.13,70.96,42.05,42.05
cust_17,cust_11,32.55,39.06,22.29,22.29
cust_17,cust_26,62.38,74.86,50.11,50.11
cust_17,cust_33,19.74,23.69,10.41,10.41
cust_17,cust_44,78.42,94.1,59.51,59.51
cust_17,cust_3,21.9,26.28,13.57,13.57
cust_17,cust_45,79.07,94.88,54.57,54.57
cust_17,cust_40,78.11,93.73,59.65,59.65
cust_17,cust_19,20.7,24.84,16.44,16.44
cust_17,cust_35,32.67,39.2,25.19,25.19
cust_17,cust_12,39.92,47.9,21.75,21.75
cust_17,cust_31,37.54,45.05,25.32,25.32
cust_17,cust_27,49.44,59.33,37.53,37.53
cust_17,cust_14,30.47,36.56,18.61,18.61
cust_17,cust_24,66.07,79.28,45.17,45.17
cust_17,cust_30,46.93,56.32,32.24,32.24
cust_17,cust_29,54.5,65.4,36.73,36.73
cust_17,cust_10,41.03,49.24,31.2,31.2
cust_17,cust_9,34.96,41.95,25.53,25.53
cust_17,cust_50,40.06,48.07,25.17,25.17
cust_17,cust_46,74.97,89.96,49.74,49.74
cust_17,cust_16,18.91,22.69,7.96,7.96
cust_17,cust_15,20.15,24.18,11.58,11.58
cust_14,depot,26.26,31.51,16.0,16.0
cust_14,cust_42,61.83,74.2,47.09,47.09
cust_14,cust_25,48.42,58.1,36.39,36.39
cust_14,cust_21,52.35,62.82,42.38,42.38
cust_14,cust_13,15.33,18.4,7.98,7.98
cust_14,cust_20,50.54,60.65,39.51,39.51
cust_14,cust_7,43.32,51.98,27.77,27.77
cust_14,cust_1,37.31,44.77,25.14,25.14
cust_14,cust_18,38.13,45.76,27.69,27.69
cust_14,cust_5,38.95,46.74,29.13,29.13
cust_14,cust_38,65.03,78.04,52.85,52.85
cust_14,cust_43,63.03,75.64,49.3,49.3
cust_14,cust_32,25.12,30.14,16.88,16.88
cust_14,cust_48,35.15,42.18,26.12,26.12
cust_14,cust_39,73.85,88.62,59.35,59.35
cust_14,cust_23,46.93,56.32,39.02,39.02
cust_14,cust_22,61.45,73.74,47.77,47.77
cust_14,cust_2,33.54,40.25,26.19,26.19
cust_14,cust_34,30.71,36.85,23.99,23.99
cust_14,cust_37,69.15,82.98,55.39,55.39
cust_14,cust_6,34.84,41.81,24.23,24.23
cust_14,cust_49,46.17,55.4,35.62,35.62
cust_14,cust_41,78.31,93.97,58.37,58.37
cust_14,cust_4,42.5,51.0,32.83,32.83
cust_14,cust_8,44.81,53.77,30.76,30.76
cust_14,cust_47,34.26,41.11,25.17,25.17
cust_14,cust_36,60.2,72.24,49.9,49.9
cust_14,cust_28,30.74,36.89,25.0,25.0
cust_14,cust_11,23.23,27.88,14.31,14.31
cust_14,cust_26,55.28,66.34,40.73,40.73
cust_14,cust_33,26.24,31.49,19.01,19.01
cust_14,cust_44,53.82,64.58,44.73,44.73
cust_14,cust_3,33.52,40.22,24.11,24.11
cust_14,cust_45,50.68,60.82,36.46,36.46
cust_14,cust_40,80.0,96.0,65.32,65.32
cust_14,cust_19,41.76,50.11,33.68,33.68
cust_14,cust_35,52.58,63.1,43.37,43.37
cust_14,cust_12,18.12,21.74,11.53,11.53
cust_14,cust_31,11.35,13.62,9.46,9.46
cust_14,cust_27,33.25,39.9,25.06,25.06
cust_14,cust_17,30.47,36.56,18.61,18.61
cust_14,cust_24,64.21,77.05,45.45,45.45
cust_14,cust_30,20.73,24.88,14.46,14.46
cust_14,cust_29,26.11,31.33,18.58,18.58
cust_14,cust_10,31.73,38.08,22.31,22.31
cust_14,cust_9,33.09,39.71,21.17,21.17
cust_14,cust_50,59.97,71.96,37.92,37.92
cust_14,cust_46,40.06,48.07,32.31,32.31
cust_14,cust_16,15.5,18.6,11.75,11.75
cust_14,cust_15,10.6,12.72,7.4,7.4
cust_24,depot,43.5,52.2,31.44,31.44
cust_24,cust_42,30.3,36.36,22.5,22.5
cust_24,cust_25,17.48,20.98,13.32,13.32
cust_24,cust_21,37.68,45.22,29.87,29.87
cust_24,cust_13,48.64,58.37,37.51,37.51
cust_24,cust_20,52.74,63.29,40.42,40.42
cust_24,cust_7,26.6,31.92,18.26,18.26
cust_24,cust_1,60.63,72.76,45.64,45.64
cust_24,cust_18,67.88,81.46,50.2,50.2
cust_24,cust_5,31.87,38.24,23.78,23.78
cust_24,cust_38,48.58,58.3,39.66,39.66
cust_24,cust_43,53.93,64.72,39.91,39.91
cust_24,cust_32,79.3,95.16,59.89,59.89
cust_24,cust_48,94.29,113.15,71.56,71.56
cust_24,cust_39,32.44,38.93,24.03,24.03
cust_24,cust_23,23.13,27.76,15.21,15.21
cust_24,cust_22,32.4,38.88,26.47,26.47
cust_24,cust_2,57.52,69.02,39.69,39.69
cust_24,cust_34,78.25,93.9,54.0,54.0
cust_24,cust_37,55.11,66.13,45.7,45.7
cust_24,cust_6,33.76,40.51,23.94,23.94
cust_24,cust_49,95.73,114.88,74.48,74.48
cust_24,cust_41,23.75,28.5,17.7,17.7
cust_24,cust_4,36.93,44.32,26.42,26.42
cust_24,cust_8,22.09,26.51,14.78,14.78
cust_24,cust_47,87.08,104.5,68.6,68.6
cust_24,cust_36,72.83,87.4,62.33,62.33
cust_24,cust_28,56.59,67.91,44.42,44.42
cust_24,cust_11,40.98,49.18,31.28,31.28
cust_24,cust_26,30.88,37.06,24.3,24.3
cust_24,cust_33,73.78,88.54,54.79,54.79
cust_24,cust_44,62.32,74.78,44.08,44.08
cust_24,cust_3,45.86,55.03,32.42,32.42
cust_24,cust_45,89.26,107.11,56.35,56.35
cust_24,cust_40,33.58,40.3,23.41,23.41
cust_24,cust_19,58.37,70.04,42.13,42.13
cust_24,cust_35,81.14,97.37,60.99,60.99
cust_24,cust_12,47.96,57.55,34.24,34.24
cust_24,cust_31,72.39,86.87,54.28,54.28
cust_24,cust_27,41.64,49.97,30.96,30.96
cust_24,cust_17,66.07,79.28,45.17,45.17
cust_24,cust_14,64.21,77.05,45.45,45.45
cust_24,cust_30,75.58,90.7,55.65,55.65
cust_24,cust_29,61.97,74.36,47.42,47.42
cust_24,cust_10,33.22,39.86,26.03,26.03
cust_24,cust_9,31.12,37.34,24.31,24.31
cust_24,cust_50,99.07,118.88,69.52,69.52
cust_24,cust_46,114.59,137.51,70.23,70.23
cust_24,cust_16,63.04,75.65,47.53,47.53
cust_24,cust_15,62.92,75.5,46.24,46.24
cust_30,depot,48.47,58.16,29.58,29.58
cust_30,cust_42,72.47,86.96,51.75,51.75
cust_30,cust_25,59.06,70.87,44.46,44.46
cust_30,cust_21,71.78,86.14,56.62,56.62
